Clause,Term,Opinion,Category,Category Score,Polarity,Polarity Score,Original Sentence
broken pool,pool,broken,Branding,0.7070299983024597,Negative,0.9997,"ineffective security system, broken pool, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"ineffective security system, broken pool, and unreliable Wi-Fi"
unfriendly pool staff,staff,unfriendly,Facility,0.7077382206916809,Negative,0.9956,"unfriendly pool staff, broken Wi-Fi, and poorly maintained fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"unfriendly pool staff, broken Wi-Fi, and poorly maintained fitness center"
poorly maintained fitness center,,poorly maintained,Facility,0.6059551239013672,Negative,0.9995,"unfriendly pool staff, broken Wi-Fi, and poorly maintained fitness center"
poor Wi-Fi,Wi-Fi,poor,Amenity,0.6115960478782654,Negative,0.9997,"poor Wi-Fi, neglected pool area, and outdated fitness center"
neglected pool area,pool,neglected,Service,0.6661615967750549,Negative,0.9997,"poor Wi-Fi, neglected pool area, and outdated fitness center"
outdated fitness center,,outdated,Amenity,0.5479561686515808,Negative,0.9996,"poor Wi-Fi, neglected pool area, and outdated fitness center"
broken pool,pool,broken,Branding,0.7070299983024597,Negative,0.9997,"broken pool, malfunctioning security system, and slow Wi-Fi"
malfunctioning security system,security system,malfunctioning,Facility,0.6445811986923218,Negative,0.9997,"broken pool, malfunctioning security system, and slow Wi-Fi"
slow Wi-Fi,Wi-Fi,slow,Facility,0.7680106163024902,Negative,0.9994,"broken pool, malfunctioning security system, and slow Wi-Fi"
broken fitness center equipment,,broken,Amenity,0.8444782495498657,Negative,0.9991,"broken fitness center equipment, poor pool cleanliness, and unreliable Wi-Fi"
poor pool cleanliness,pool,poor,Facility,0.8754358291625977,Negative,0.9996,"broken fitness center equipment, poor pool cleanliness, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"broken fitness center equipment, poor pool cleanliness, and unreliable Wi-Fi"
poor Wi-Fi coverage,Wi-Fi,poor,Experience,0.5804303884506226,Negative,0.9997,"poor Wi-Fi coverage, broken pool facilities, and inadequate fitness center equipment"
broken pool facilities,"pool,facilities",broken,Amenity,0.6405077576637268,Negative,0.9995,"poor Wi-Fi coverage, broken pool facilities, and inadequate fitness center equipment"
inadequate fitness center equipment,"fitness center,equipment",inadequate,Facility,0.5512338280677795,Negative,0.9998,"poor Wi-Fi coverage, broken pool facilities, and inadequate fitness center equipment"
unhelpful security staff,staff,unhelpful,Amenity,0.7831332087516785,Negative,0.9859,"unhelpful security staff, dirty pool area, and malfunctioning fitness center"
dirty pool area,pool,dirty,Amenity,0.7811679244041443,Negative,0.998,"unhelpful security staff, dirty pool area, and malfunctioning fitness center"
and malfunctioning fitness center,,malfunctioning,Facility,0.6690655946731567,Negative,0.9996,"unhelpful security staff, dirty pool area, and malfunctioning fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"broken Wi-Fi, neglected pool area, and outdated fitness center"
neglected pool area,pool,neglected,Service,0.6661615967750549,Negative,0.9997,"broken Wi-Fi, neglected pool area, and outdated fitness center"
outdated fitness center,,outdated,Amenity,0.5479561686515808,Negative,0.9996,"broken Wi-Fi, neglected pool area, and outdated fitness center"
insecure pool area,,,Facility,0.7212115526199341,Negative,0.9983,"insecure pool area, broken Wi-Fi, and dirty fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"insecure pool area, broken Wi-Fi, and dirty fitness center"
dirty fitness center,,dirty,Facility,0.7761760354042053,Negative,0.9851,"insecure pool area, broken Wi-Fi, and dirty fitness center"
poorly maintained fitness center,,,Facility,0.6059551239013672,Negative,0.9995,"poorly maintained fitness center, broken pool area, and unreliable Wi-Fi"
broken pool area,,,Amenity,0.7512609362602234,Negative,0.9995,"poorly maintained fitness center, broken pool area, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,,Service,0.5547148585319519,Negative,0.9994,"poorly maintained fitness center, broken pool area, and unreliable Wi-Fi"
unresponsive security team,security team,unresponsive,Facility,0.7820029258728027,Negative,0.9949,"unresponsive security team, malfunctioning pool, and slow Wi-Fi"
malfunctioning pool,pool,malfunctioning,Facility,0.4876358211040497,Negative,0.9997,"unresponsive security team, malfunctioning pool, and slow Wi-Fi"
slow Wi-Fi,Wi-Fi,slow,Facility,0.7680106163024902,Negative,0.9994,"unresponsive security team, malfunctioning pool, and slow Wi-Fi"
dirty pool area,,"dirty, broken",Amenity,0.7811679244041443,Negative,0.998,"dirty pool area, broken fitness center equipment, and unreliable Wi-Fi"
broken fitness center equipment,,"dirty, broken",Amenity,0.8444782495498657,Negative,0.9991,"dirty pool area, broken fitness center equipment, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"dirty pool area, broken fitness center equipment, and unreliable Wi-Fi"
ineffective security measures,security,ineffective,Facility,0.6728439331054688,Negative,0.9998,"ineffective security measures, broken pool heater, and poor Wi-Fi signal"
broken pool heater,pool,broken,Service,0.47961437702178955,Negative,0.9994,"ineffective security measures, broken pool heater, and poor Wi-Fi signal"
poor Wi-Fi signal,Wi-Fi,poor,Facility,0.765680730342865,Negative,0.9998,"ineffective security measures, broken pool heater, and poor Wi-Fi signal"
unmaintained fitness center,fitness center,unmaintained,Facility,0.6428372263908386,Negative,0.8683,"unmaintained fitness center, slow Wi-Fi, and broken pool facilities"
slow Wi-Fi,Wi-Fi,slow,Facility,0.7680106163024902,Negative,0.9994,"unmaintained fitness center, slow Wi-Fi, and broken pool facilities"
broken pool facilities,pool facilities,broken,Amenity,0.6405077576637268,Negative,0.9995,"unmaintained fitness center, slow Wi-Fi, and broken pool facilities"
dirty fitness center,fitness center,dirty,Facility,0.7761760354042053,Negative,0.9851,"dirty fitness center, broken Wi-Fi, and neglected pool"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"dirty fitness center, broken Wi-Fi, and neglected pool"
neglected pool,pool,neglected,Facility,0.5776562690734863,Negative,0.9997,"dirty fitness center, broken Wi-Fi, and neglected pool"
unresponsive security personnel,security personnel,unresponsive,Amenity,0.6706481575965881,Negative,0.9947,"unresponsive security personnel, broken pool area, and poor fitness center"
broken pool area,pool area,broken,Amenity,0.7512609362602234,Negative,0.9995,"unresponsive security personnel, broken pool area, and poor fitness center"
poor fitness center,fitness center,poor,Amenity,0.6322876214981079,Negative,0.9996,"unresponsive security personnel, broken pool area, and poor fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"broken Wi-Fi, dirty pool, and outdated fitness center equipment"
dirty pool,pool,dirty,Experience,0.6557438373565674,Negative,0.9973,"broken Wi-Fi, dirty pool, and outdated fitness center equipment"
outdated fitness center equipment,fitness center equipment,outdated,Facility,0.8192634582519531,Negative,0.9997,"broken Wi-Fi, dirty pool, and outdated fitness center equipment"
poor pool maintenance,pool,poor,Amenity,0.8722319602966309,Negative,0.9998,"poor pool maintenance, ineffective security, and broken Wi-Fi"
ineffective security,security,ineffective,Amenity,0.7840326428413391,Negative,0.9997,"poor pool maintenance, ineffective security, and broken Wi-Fi"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"poor pool maintenance, ineffective security, and broken Wi-Fi"
dirty fitness center,fitness center,dirty,Facility,0.7761760354042053,Negative,0.9851,"dirty fitness center, broken pool area, and malfunctioning Wi-Fi"
broken pool area,pool area,broken,Amenity,0.7512609362602234,Negative,0.9995,"dirty fitness center, broken pool area, and malfunctioning Wi-Fi"
and malfunctioning Wi-Fi,Wi-Fi,malfunctioning,Facility,0.7999025583267212,Negative,0.9997,"dirty fitness center, broken pool area, and malfunctioning Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"unreliable Wi-Fi, dirty pool, and broken fitness center equipment"
dirty pool,pool,dirty,Experience,0.6557438373565674,Negative,0.9973,"unreliable Wi-Fi, dirty pool, and broken fitness center equipment"
broken fitness center equipment,fitness center equipment,broken,Amenity,0.8444782495498657,Negative,0.9991,"unreliable Wi-Fi, dirty pool, and broken fitness center equipment"
ineffective security,security,ineffective,Amenity,0.7840326428413391,Negative,0.9997,"ineffective security, broken fitness center, and poor Wi-Fi"
broken fitness center,fitness center,broken,Amenity,0.5108172297477722,Negative,0.9974,"ineffective security, broken fitness center, and poor Wi-Fi"
poor Wi-Fi,Wi-Fi,poor,Amenity,0.6115960478782654,Negative,0.9997,"ineffective security, broken fitness center, and poor Wi-Fi"
unreliable pool area,,,Facility,0.741500973701477,Negative,0.9994,"unreliable pool area, broken Wi-Fi, and poorly maintained fitness center"
broken Wi-Fi,Wi-Fi,,Facility,0.8944222331047058,Negative,0.9997,"unreliable pool area, broken Wi-Fi, and poorly maintained fitness center"
poorly maintained fitness center,,,Facility,0.6059551239013672,Negative,0.9995,"unreliable pool area, broken Wi-Fi, and poorly maintained fitness center"
dirty pool area,,"dirty, outdated",Amenity,0.7811679244041443,Negative,0.998,"dirty pool area, outdated fitness center, and unreliable Wi-Fi"
outdated fitness center,,outdated,Amenity,0.5479561686515808,Negative,0.9996,"dirty pool area, outdated fitness center, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"dirty pool area, outdated fitness center, and unreliable Wi-Fi"
broken pool equipment,"pool,equipment",broken,Facility,0.7327581644058228,Negative,0.9997,"broken pool equipment, slow Wi-Fi, and unclean fitness center"
slow Wi-Fi,Wi-Fi,slow,Facility,0.7680106163024902,Negative,0.9994,"broken pool equipment, slow Wi-Fi, and unclean fitness center"
unclean fitness center,,unclean,Amenity,0.8199144601821899,Negative,0.9996,"broken pool equipment, slow Wi-Fi, and unclean fitness center"
unresponsive pool staff,staff,unresponsive,Amenity,0.44990620017051697,Negative,0.9991,"unresponsive pool staff, broken Wi-Fi, and neglected fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"unresponsive pool staff, broken Wi-Fi, and neglected fitness center"
neglected fitness center,fitness center,neglected,Amenity,0.5594187378883362,Negative,0.9991,"unresponsive pool staff, broken Wi-Fi, and neglected fitness center"
unhelpful security,security,unhelpful,Facility,0.661231517791748,Negative,0.886,"unhelpful security, broken pool, and outdated fitness center equipment"
broken pool,pool,broken,Branding,0.7070299983024597,Negative,0.9997,"unhelpful security, broken pool, and outdated fitness center equipment"
outdated fitness center equipment,,outdated,Facility,0.8192634582519531,Negative,0.9997,"unhelpful security, broken pool, and outdated fitness center equipment"
poorly maintained fitness center,,,Facility,0.6059551239013672,Negative,0.9995,"poorly maintained fitness center, slow Wi-Fi, and dirty pool"
slow Wi-Fi,,,Facility,0.7680106163024902,Negative,0.9994,"poorly maintained fitness center, slow Wi-Fi, and dirty pool"
dirty pool,pool,,Experience,0.6557438373565674,Negative,0.9973,"poorly maintained fitness center, slow Wi-Fi, and dirty pool"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"broken Wi-Fi, unclean fitness center, and neglected pool"
unclean fitness center,fitness center,unclean,Amenity,0.8199144601821899,Negative,0.9996,"broken Wi-Fi, unclean fitness center, and neglected pool"
neglected pool,pool,neglected,Facility,0.5776562690734863,Negative,0.9997,"broken Wi-Fi, unclean fitness center, and neglected pool"
ineffective security,security,ineffective,Amenity,0.7840326428413391,Negative,0.9997,"ineffective security, broken pool facilities, and poor Wi-Fi"
broken pool facilities,facilities,broken,Amenity,0.6405077576637268,Negative,0.9995,"ineffective security, broken pool facilities, and poor Wi-Fi"
poor Wi-Fi,Wi-Fi,poor,Amenity,0.6115960478782654,Negative,0.9997,"ineffective security, broken pool facilities, and poor Wi-Fi"
unfriendly pool area,,unfriendly,Facility,0.8196814060211182,Negative,0.9781,"unfriendly pool area, broken Wi-Fi, and poorly maintained fitness center"
broken Wi-Fi,Wi-Fi,broken,Facility,0.8944222331047058,Negative,0.9997,"unfriendly pool area, broken Wi-Fi, and poorly maintained fitness center"
poorly maintained fitness center,,poorly maintained,Facility,0.6059551239013672,Negative,0.9995,"unfriendly pool area, broken Wi-Fi, and poorly maintained fitness center"
broken fitness center equipment,fitness center equipment,broken,Amenity,0.8444782495498657,Negative,0.9991,"broken fitness center equipment, dirty pool area, and unreliable Wi-Fi"
dirty pool area,pool area,dirty,Amenity,0.7811679244041443,Negative,0.998,"broken fitness center equipment, dirty pool area, and unreliable Wi-Fi"
unreliable Wi-Fi,Wi-Fi,unreliable,Service,0.5547148585319519,Negative,0.9994,"broken fitness center equipment, dirty pool area, and unreliable Wi-Fi"
slow Wi-Fi,Wi-Fi,slow,Facility,0.7680106163024902,Negative,0.9994,"slow Wi-Fi, outdated fitness center equipment, and dirty pool"
